"IndicatorName","MeasureType","GeoType","GeoEntity","TimePeriod","DataValue","UnreliabilityFlag"
"Children Under 5 in Poverty","Rank","CD","301","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","CD","302","2009-13 ACS","1971","0"
"Children Under 5 in Poverty","Percent","CD","302","2009-13 ACS","23.58","0"
"Children Under 5 in Poverty","Rank","CD","302","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","CD","303","2009-13 ACS","5985","0"
"Children Under 5 in Poverty","Percent","CD","303","2009-13 ACS","48.62","0"
"Children Under 5 in Poverty","Rank","CD","303","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","CD","304","2009-13 ACS","4067","0"
"Children Under 5 in Poverty","Percent","CD","304","2009-13 ACS","43.22","0"
"Children Under 5 in Poverty","Rank","CD","304","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","CD","305","2009-13 ACS","5547","0"
"Children Under 5 in Poverty","Percent","CD","305","2009-13 ACS","47.25","0"
"Children Under 5 in Poverty","Rank","CD","305","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","CD","306","2009-13 ACS","396","0"
"Children Under 5 in Poverty","Percent","CD","306","2009-13 ACS","5","0"
"Children Under 5 in Poverty","Rank","CD","306","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","CD","307","2009-13 ACS","4260","0"
"Children Under 5 in Poverty","Percent","CD","307","2009-13 ACS","38.82","0"
"Children Under 5 in Poverty","Rank","CD","307","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","CD","308","2009-13 ACS","2991","0"
"Children Under 5 in Poverty","Percent","CD","308","2009-13 ACS","36.26","0"
"Children Under 5 in Poverty","Rank","CD","308","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","CD","309","2009-13 ACS","2348","0"
"Children Under 5 in Poverty","Percent","CD","309","2009-13 ACS","29.2","0"
"Children Under 5 in Poverty","Rank","CD","309","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","CD","310","2009-13 ACS","1741","0"
"Children Under 5 in Poverty","Percent","CD","310","2009-13 ACS","21.04","0"
"Children Under 5 in Poverty","Rank","CD","310","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","CD","311","2009-13 ACS","2268","0"
"Children Under 5 in Poverty","Percent","CD","311","2009-13 ACS","21.32","0"
"Children Under 5 in Poverty","Rank","CD","311","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","CD","312","2009-13 ACS","8587","0"
"Children Under 5 in Poverty","Percent","CD","312","2009-13 ACS","46.42","0"
"Children Under 5 in Poverty","Rank","CD","312","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","CD","313","2009-13 ACS","1691","0"
"Children Under 5 in Poverty","Percent","CD","313","2009-13 ACS","32.6","0"
"Children Under 5 in Poverty","Rank","CD","313","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","CD","314","2009-13 ACS","3212","0"
"Children Under 5 in Poverty","Percent","CD","314","2009-13 ACS","28.44","0"
"Children Under 5 in Poverty","Rank","CD","314","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","CD","315","2009-13 ACS","1791","0"
"Children Under 5 in Poverty","Percent","CD","315","2009-13 ACS","20.97","0"
"Children Under 5 in Poverty","Rank","CD","315","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","CD","316","2009-13 ACS","5483","0"
"Children Under 5 in Poverty","Percent","CD","316","2009-13 ACS","52.89","0"
"Children Under 5 in Poverty","Rank","CD","316","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","CD","317","2009-13 ACS","1892","0"
"Children Under 5 in Poverty","Percent","CD","317","2009-13 ACS","22.13","0"
"Children Under 5 in Poverty","Rank","CD","317","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","CD","318","2009-13 ACS","1884","0"
"Children Under 5 in Poverty","Percent","CD","318","2009-13 ACS","15.19","0"
"Children Under 5 in Poverty","Rank","CD","318","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","CD","401","2009-13 ACS","1678","0"
"Children Under 5 in Poverty","Percent","CD","401","2009-13 ACS","20.8","0"
"Children Under 5 in Poverty","Rank","CD","401","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","CD","402","2009-13 ACS","1042","0"
"Children Under 5 in Poverty","Percent","CD","402","2009-13 ACS","15.23","0"
"Children Under 5 in Poverty","Rank","CD","402","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","CD","403","2009-13 ACS","3058","0"
"Children Under 5 in Poverty","Percent","CD","403","2009-13 ACS","25.69","0"
"Children Under 5 in Poverty","Rank","CD","403","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","CD","404","2009-13 ACS","2363","0"
"Children Under 5 in Poverty","Percent","CD","404","2009-13 ACS","25.18","0"
"Children Under 5 in Poverty","Rank","CD","404","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","CD","405","2009-13 ACS","2165","0"
"Children Under 5 in Poverty","Percent","CD","405","2009-13 ACS","20.8","0"
"Children Under 5 in Poverty","Rank","CD","405","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","CD","406","2009-13 ACS","473","0"
"Children Under 5 in Poverty","Percent","CD","406","2009-13 ACS","7.26","0"
"Children Under 5 in Poverty","Rank","CD","406","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","CD","407","2009-13 ACS","1404","0"
"Children Under 5 in Poverty","Percent","CD","407","2009-13 ACS","11.49","0"
"Children Under 5 in Poverty","Rank","CD","407","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","CD","408","2009-13 ACS","2113","0"
"Children Under 5 in Poverty","Percent","CD","408","2009-13 ACS","20.19","0"
"Children Under 5 in Poverty","Rank","CD","408","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","CD","409","2009-13 ACS","1652","0"
"Children Under 5 in Poverty","Percent","CD","409","2009-13 ACS","17.04","0"
"Children Under 5 in Poverty","Rank","CD","409","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","CD","410","2009-13 ACS","1189","0"
"Children Under 5 in Poverty","Percent","CD","410","2009-13 ACS","16.04","0"
"Children Under 5 in Poverty","Rank","CD","410","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","CD","411","2009-13 ACS","492","0"
"Children Under 5 in Poverty","Percent","CD","411","2009-13 ACS","7.22","0"
"Children Under 5 in Poverty","Rank","CD","411","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","CD","412","2009-13 ACS","3792","0"
"Children Under 5 in Poverty","Percent","CD","412","2009-13 ACS","26.79","0"
"Children Under 5 in Poverty","Rank","CD","412","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","CD","413","2009-13 ACS","1291","0"
"Children Under 5 in Poverty","Percent","CD","413","2009-13 ACS","11.9","0"
"Children Under 5 in Poverty","Rank","CD","413","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","CD","414","2009-13 ACS","2788","0"
"Children Under 5 in Poverty","Percent","CD","414","2009-13 ACS","28.7","0"
"Children Under 5 in Poverty","Rank","CD","414","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","CD","501","2009-13 ACS","3909","0"
"Children Under 5 in Poverty","Percent","CD","501","2009-13 ACS","30.93","0"
"Children Under 5 in Poverty","Rank","CD","501","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","CD","502","2009-13 ACS","908","0"
"Children Under 5 in Poverty","Percent","CD","502","2009-13 ACS","12.51","0"
"Children Under 5 in Poverty","Rank","CD","502","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","CD","503","2009-13 ACS","586","0"
"Children Under 5 in Poverty","Percent","CD","503","2009-13 ACS","7.21","0"
"Children Under 5 in Poverty","Rank","CD","503","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","CD","203","2009-13 ACS","7569","0"
"Children Under 5 in Poverty","Percent","CD","203","2009-13 ACS","54.96","0"
"Children Under 5 in Poverty","Rank","CD","203","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","CD","206","2009-13 ACS","7569","0"
"Children Under 5 in Poverty","Percent","CD","206","2009-13 ACS","54.96","0"
"Children Under 5 in Poverty","Rank","CD","206","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","CD","201","2009-13 ACS","6889","0"
"Children Under 5 in Poverty","Percent","CD","201","2009-13 ACS","55.54","0"
"Children Under 5 in Poverty","Rank","CD","201","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","CD","202","2009-13 ACS","6889","0"
"Children Under 5 in Poverty","Percent","CD","202","2009-13 ACS","55.54","0"
"Children Under 5 in Poverty","Rank","CD","202","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","CD","104","2009-13 ACS","595","0"
"Children Under 5 in Poverty","Percent","CD","104","2009-13 ACS","12.3","0"
"Children Under 5 in Poverty","Rank","CD","104","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","CD","105","2009-13 ACS","595","0"
"Children Under 5 in Poverty","Percent","CD","105","2009-13 ACS","12.3","0"
"Children Under 5 in Poverty","Rank","CD","105","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","CD","101","2009-13 ACS","225","0"
"Children Under 5 in Poverty","Percent","CD","101","2009-13 ACS","3.18","0"
"Children Under 5 in Poverty","Rank","CD","101","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","CD","102","2009-13 ACS","225","0"
"Children Under 5 in Poverty","Percent","CD","102","2009-13 ACS","3.18","0"
"Children Under 5 in Poverty","Rank","CD","102","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","BX98","2009-13 ACS","0","0"
"Children Under 5 in Poverty","Percent","NTA","BX98","2009-13 ACS","0","0"
"Children Under 5 in Poverty","Rank","NTA","BX98","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","BX09","2009-13 ACS","1235","0"
"Children Under 5 in Poverty","Percent","NTA","BX09","2009-13 ACS","37.5","0"
"Children Under 5 in Poverty","Rank","NTA","BX09","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BX39","2009-13 ACS","2549","0"
"Children Under 5 in Poverty","Percent","NTA","BX39","2009-13 ACS","61.23","0"
"Children Under 5 in Poverty","Rank","NTA","BX39","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BX99","2009-13 ACS","36","0"
"Children Under 5 in Poverty","Percent","NTA","BX99","2009-13 ACS","27.48","0"
"Children Under 5 in Poverty","Rank","NTA","BX99","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","BX55","2009-13 ACS","1516","0"
"Children Under 5 in Poverty","Percent","NTA","BX55","2009-13 ACS","48.56","0"
"Children Under 5 in Poverty","Rank","NTA","BX55","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BX36","2009-13 ACS","2022","0"
"Children Under 5 in Poverty","Percent","NTA","BX36","2009-13 ACS","53.27","0"
"Children Under 5 in Poverty","Rank","NTA","BX36","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BX08","2009-13 ACS","1358","0"
"Children Under 5 in Poverty","Percent","NTA","BX08","2009-13 ACS","42.23","0"
"Children Under 5 in Poverty","Rank","NTA","BX08","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BX14","2009-13 ACS","2390","0"
"Children Under 5 in Poverty","Percent","NTA","BX14","2009-13 ACS","51.68","0"
"Children Under 5 in Poverty","Rank","NTA","BX14","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BX75","2009-13 ACS","1163","0"
"Children Under 5 in Poverty","Percent","NTA","BX75","2009-13 ACS","58.27","0"
"Children Under 5 in Poverty","Rank","NTA","BX75","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BX63","2009-13 ACS","1544","0"
"Children Under 5 in Poverty","Percent","NTA","BX63","2009-13 ACS","44.62","0"
"Children Under 5 in Poverty","Rank","NTA","BX63","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BX34","2009-13 ACS","1812","0"
"Children Under 5 in Poverty","Percent","NTA","BX34","2009-13 ACS","51.55","0"
"Children Under 5 in Poverty","Rank","NTA","BX34","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BX59","2009-13 ACS","745","0"
"Children Under 5 in Poverty","Percent","NTA","BX59","2009-13 ACS","35.19","0"
"Children Under 5 in Poverty","Rank","NTA","BX59","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BX33","2009-13 ACS","1141","0"
"Children Under 5 in Poverty","Percent","NTA","BX33","2009-13 ACS","51.37","0"
"Children Under 5 in Poverty","Rank","NTA","BX33","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BX27","2009-13 ACS","1226","0"
"Children Under 5 in Poverty","Percent","NTA","BX27","2009-13 ACS","56.11","0"
"Children Under 5 in Poverty","Rank","NTA","BX27","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BX52","2009-13 ACS","751","0"
"Children Under 5 in Poverty","Percent","NTA","BX52","2009-13 ACS","32.94","0"
"Children Under 5 in Poverty","Rank","NTA","BX52","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BX35","2009-13 ACS","1439","0"
"Children Under 5 in Poverty","Percent","NTA","BX35","2009-13 ACS","45.87","0"
"Children Under 5 in Poverty","Rank","NTA","BX35","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BX01","2009-13 ACS","1629","0"
"Children Under 5 in Poverty","Percent","NTA","BX01","2009-13 ACS","58.53","0"
"Children Under 5 in Poverty","Rank","NTA","BX01","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BX26","2009-13 ACS","1297","0"
"Children Under 5 in Poverty","Percent","NTA","BX26","2009-13 ACS","46.5","0"
"Children Under 5 in Poverty","Rank","NTA","BX26","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BX37","2009-13 ACS","541","0"
"Children Under 5 in Poverty","Percent","NTA","BX37","2009-13 ACS","29.34","0"
"Children Under 5 in Poverty","Rank","NTA","BX37","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","BX46","2009-13 ACS","584","0"
"Children Under 5 in Poverty","Percent","NTA","BX46","2009-13 ACS","26.85","0"
"Children Under 5 in Poverty","Rank","NTA","BX46","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","BX17","2009-13 ACS","1980","0"
"Children Under 5 in Poverty","Percent","NTA","BX17","2009-13 ACS","57.57","0"
"Children Under 5 in Poverty","Rank","NTA","BX17","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BX49","2009-13 ACS","627","0"
"Children Under 5 in Poverty","Percent","NTA","BX49","2009-13 ACS","27.46","0"
"Children Under 5 in Poverty","Rank","NTA","BX49","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","BX41","2009-13 ACS","2104","0"
"Children Under 5 in Poverty","Percent","NTA","BX41","2009-13 ACS","53.95","0"
"Children Under 5 in Poverty","Rank","NTA","BX41","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BX05","2009-13 ACS","1804","0"
"Children Under 5 in Poverty","Percent","NTA","BX05","2009-13 ACS","40.39","0"
"Children Under 5 in Poverty","Rank","NTA","BX05","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BX40","2009-13 ACS","1614","0"
"Children Under 5 in Poverty","Percent","NTA","BX40","2009-13 ACS","61.35","0"
"Children Under 5 in Poverty","Rank","NTA","BX40","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BX30","2009-13 ACS","768","0"
"Children Under 5 in Poverty","Percent","NTA","BX30","2009-13 ACS","43.51","0"
"Children Under 5 in Poverty","Rank","NTA","BX30","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BX10","2009-13 ACS","104","0"
"Children Under 5 in Poverty","Percent","NTA","BX10","2009-13 ACS","8.05","0"
"Children Under 5 in Poverty","Rank","NTA","BX10","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","BX28","2009-13 ACS","1251","0"
"Children Under 5 in Poverty","Percent","NTA","BX28","2009-13 ACS","37.37","0"
"Children Under 5 in Poverty","Rank","NTA","BX28","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BX29","2009-13 ACS","297","0"
"Children Under 5 in Poverty","Percent","NTA","BX29","2009-13 ACS","12.72","0"
"Children Under 5 in Poverty","Rank","NTA","BX29","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","BX13","2009-13 ACS","298","0"
"Children Under 5 in Poverty","Percent","NTA","BX13","2009-13 ACS","17.56","0"
"Children Under 5 in Poverty","Rank","NTA","BX13","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","BX22","2009-13 ACS","95","0"
"Children Under 5 in Poverty","Percent","NTA","BX22","2009-13 ACS","6.87","0"
"Children Under 5 in Poverty","Rank","NTA","BX22","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","BX31","2009-13 ACS","263","0"
"Children Under 5 in Poverty","Percent","NTA","BX31","2009-13 ACS","14.88","0"
"Children Under 5 in Poverty","Rank","NTA","BX31","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","BX07","2009-13 ACS","959","0"
"Children Under 5 in Poverty","Percent","NTA","BX07","2009-13 ACS","45.47","0"
"Children Under 5 in Poverty","Rank","NTA","BX07","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BX03","2009-13 ACS","613","0"
"Children Under 5 in Poverty","Percent","NTA","BX03","2009-13 ACS","28.15","0"
"Children Under 5 in Poverty","Rank","NTA","BX03","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","BX44","2009-13 ACS","1882","0"
"Children Under 5 in Poverty","Percent","NTA","BX44","2009-13 ACS","35.2","0"
"Children Under 5 in Poverty","Rank","NTA","BX44","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BX06","2009-13 ACS","1322","0"
"Children Under 5 in Poverty","Percent","NTA","BX06","2009-13 ACS","57.83","0"
"Children Under 5 in Poverty","Rank","NTA","BX06","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BX62","2009-13 ACS","642","0"
"Children Under 5 in Poverty","Percent","NTA","BX62","2009-13 ACS","22.98","0"
"Children Under 5 in Poverty","Rank","NTA","BX62","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","BX43","2009-13 ACS","1392","0"
"Children Under 5 in Poverty","Percent","NTA","BX43","2009-13 ACS","33.94","0"
"Children Under 5 in Poverty","Rank","NTA","BX43","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BK50","2009-13 ACS","985","0"
"Children Under 5 in Poverty","Percent","NTA","BK50","2009-13 ACS","19.6","0"
"Children Under 5 in Poverty","Rank","NTA","BK50","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","BK93","2009-13 ACS","215","0"
"Children Under 5 in Poverty","Percent","NTA","BK93","2009-13 ACS","39.74","0"
"Children Under 5 in Poverty","Rank","NTA","BK93","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BK82","2009-13 ACS","3688","0"
"Children Under 5 in Poverty","Percent","NTA","BK82","2009-13 ACS","48.81","0"
"Children Under 5 in Poverty","Rank","NTA","BK82","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BK85","2009-13 ACS","1493","0"
"Children Under 5 in Poverty","Percent","NTA","BK85","2009-13 ACS","56.17","0"
"Children Under 5 in Poverty","Rank","NTA","BK85","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BK83","2009-13 ACS","1644","0"
"Children Under 5 in Poverty","Percent","NTA","BK83","2009-13 ACS","45.13","0"
"Children Under 5 in Poverty","Rank","NTA","BK83","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BK99","2009-13 ACS","29","0"
"Children Under 5 in Poverty","Percent","NTA","BK99","2009-13 ACS","100","0"
"Children Under 5 in Poverty","Rank","NTA","BK99","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BK75","2009-13 ACS","3944","0"
"Children Under 5 in Poverty","Percent","NTA","BK75","2009-13 ACS","53.75","0"
"Children Under 5 in Poverty","Rank","NTA","BK75","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BK40","2009-13 ACS","234","0"
"Children Under 5 in Poverty","Percent","NTA","BK40","2009-13 ACS","15.1","0"
"Children Under 5 in Poverty","Rank","NTA","BK40","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","BK42","2009-13 ACS","2159","0"
"Children Under 5 in Poverty","Percent","NTA","BK42","2009-13 ACS","28.13","0"
"Children Under 5 in Poverty","Rank","NTA","BK42","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","BK09","2009-13 ACS","77","0"
"Children Under 5 in Poverty","Percent","NTA","BK09","2009-13 ACS","4.7","0"
"Children Under 5 in Poverty","Rank","NTA","BK09","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","BK32","2009-13 ACS","1693","0"
"Children Under 5 in Poverty","Percent","NTA","BK32","2009-13 ACS","40.07","0"
"Children Under 5 in Poverty","Rank","NTA","BK32","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BK38","2009-13 ACS","685","0"
"Children Under 5 in Poverty","Percent","NTA","BK38","2009-13 ACS","25.67","0"
"Children Under 5 in Poverty","Rank","NTA","BK38","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","BK68","2009-13 ACS","513","0"
"Children Under 5 in Poverty","Percent","NTA","BK68","2009-13 ACS","29.57","0"
"Children Under 5 in Poverty","Rank","NTA","BK68","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","BK31","2009-13 ACS","1140","0"
"Children Under 5 in Poverty","Percent","NTA","BK31","2009-13 ACS","20.85","0"
"Children Under 5 in Poverty","Rank","NTA","BK31","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","BK33","2009-13 ACS","220","0"
"Children Under 5 in Poverty","Percent","NTA","BK33","2009-13 ACS","8.3","0"
"Children Under 5 in Poverty","Rank","NTA","BK33","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","BK34","2009-13 ACS","2333","0"
"Children Under 5 in Poverty","Percent","NTA","BK34","2009-13 ACS","44.88","0"
"Children Under 5 in Poverty","Rank","NTA","BK34","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BK88","2009-13 ACS","6875","0"
"Children Under 5 in Poverty","Percent","NTA","BK88","2009-13 ACS","50.77","0"
"Children Under 5 in Poverty","Rank","NTA","BK88","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BK37","2009-13 ACS","176","0"
"Children Under 5 in Poverty","Percent","NTA","BK37","2009-13 ACS","3.34","0"
"Children Under 5 in Poverty","Rank","NTA","BK37","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","BK30","2009-13 ACS","601","0"
"Children Under 5 in Poverty","Percent","NTA","BK30","2009-13 ACS","21.4","0"
"Children Under 5 in Poverty","Rank","NTA","BK30","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","BK64","2009-13 ACS","182","0"
"Children Under 5 in Poverty","Percent","NTA","BK64","2009-13 ACS","13.68","0"
"Children Under 5 in Poverty","Rank","NTA","BK64","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","BK27","2009-13 ACS","302","0"
"Children Under 5 in Poverty","Percent","NTA","BK27","2009-13 ACS","17.16","0"
"Children Under 5 in Poverty","Rank","NTA","BK27","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","BK28","2009-13 ACS","1341","0"
"Children Under 5 in Poverty","Percent","NTA","BK28","2009-13 ACS","24.17","0"
"Children Under 5 in Poverty","Rank","NTA","BK28","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","BK69","2009-13 ACS","696","0"
"Children Under 5 in Poverty","Percent","NTA","BK69","2009-13 ACS","30.05","0"
"Children Under 5 in Poverty","Rank","NTA","BK69","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","BK63","2009-13 ACS","934","0"
"Children Under 5 in Poverty","Percent","NTA","BK63","2009-13 ACS","30.58","0"
"Children Under 5 in Poverty","Rank","NTA","BK63","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","BK61","2009-13 ACS","2809","0"
"Children Under 5 in Poverty","Percent","NTA","BK61","2009-13 ACS","40.6","0"
"Children Under 5 in Poverty","Rank","NTA","BK61","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BK35","2009-13 ACS","2041","0"
"Children Under 5 in Poverty","Percent","NTA","BK35","2009-13 ACS","41.04","0"
"Children Under 5 in Poverty","Rank","NTA","BK35","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BK78","2009-13 ACS","1720","0"
"Children Under 5 in Poverty","Percent","NTA","BK78","2009-13 ACS","39.31","0"
"Children Under 5 in Poverty","Rank","NTA","BK78","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BK29","2009-13 ACS","625","0"
"Children Under 5 in Poverty","Percent","NTA","BK29","2009-13 ACS","18.79","0"
"Children Under 5 in Poverty","Rank","NTA","BK29","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","BK79","2009-13 ACS","1143","0"
"Children Under 5 in Poverty","Percent","NTA","BK79","2009-13 ACS","43.76","0"
"Children Under 5 in Poverty","Rank","NTA","BK79","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BK26","2009-13 ACS","451","0"
"Children Under 5 in Poverty","Percent","NTA","BK26","2009-13 ACS","28.45","0"
"Children Under 5 in Poverty","Rank","NTA","BK26","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","BK21","2009-13 ACS","802","0"
"Children Under 5 in Poverty","Percent","NTA","BK21","2009-13 ACS","54.37","0"
"Children Under 5 in Poverty","Rank","NTA","BK21","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BK60","2009-13 ACS","1414","0"
"Children Under 5 in Poverty","Percent","NTA","BK60","2009-13 ACS","28.35","0"
"Children Under 5 in Poverty","Rank","NTA","BK60","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","BK23","2009-13 ACS","25","0"
"Children Under 5 in Poverty","Percent","NTA","BK23","2009-13 ACS","5.62","0"
"Children Under 5 in Poverty","Rank","NTA","BK23","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","BK19","2009-13 ACS","413","0"
"Children Under 5 in Poverty","Percent","NTA","BK19","2009-13 ACS","24.55","0"
"Children Under 5 in Poverty","Rank","NTA","BK19","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","BK25","2009-13 ACS","501","0"
"Children Under 5 in Poverty","Percent","NTA","BK25","2009-13 ACS","16.39","0"
"Children Under 5 in Poverty","Rank","NTA","BK25","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","BK77","2009-13 ACS","2347","0"
"Children Under 5 in Poverty","Percent","NTA","BK77","2009-13 ACS","46.62","0"
"Children Under 5 in Poverty","Rank","NTA","BK77","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","BK46","2009-13 ACS","421","0"
"Children Under 5 in Poverty","Percent","NTA","BK46","2009-13 ACS","24.61","0"
"Children Under 5 in Poverty","Rank","NTA","BK46","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","BK90","2009-13 ACS","423","0"
